route_id,agency_id,route_short_name,route_long_name,route_type
309,1,309,SANTANA DE PARNAIBA (PARQUE SANTANA) - SAO PAULO (PINHEIROS),3
310,1,310,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - SAO PAULO (LAPA),3
311,1,311,SALESOPOLIS (TREVO DA PETROBRAS) - MOGI DAS CRUZES (CENTRO),3
311DV1,1,311DV1,SALESOPOLIS (TREVO DA PETROBRAS) - MOGI DAS CRUZES (CENTRO),3
312,1,312,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - SANTANA DE PARNAIBA (CENTRO),3
313,1,313,ITAPEVI (DIVISA SAO ROQUE) - SANTANA DE PARNAIBA (RESIDENCIAL ALPHAVILLE 10),3
314,1,314,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
315,1,315,POA (TERMINAL RODOVIARIO AYRTON SENNA DA SILVA) - SAO PAULO (ESTACAO CPTM JARDIM ROMANO),3
316,1,316,GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO) - SAO PAULO (CIRCUITO DOS HOTEIS),3
317,1,317,FRANCISCO MORATO (CENTRO) - FRANCO DA ROCHA (PARQUE PAULISTA),3
319,1,319,GUARULHOS (VILA ANY) - SAO PAULO (METRO CORINTHIANS/ITAQUERA),3
321,1,321,CARAPICUIBA (COHAB V) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
322,1,322,BARUERI (PARQUE IMPERIAL) - SAO PAULO (PINHEIROS),3
323,1,323,SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE) - SAO PAULO (JARDIM CLIMAX),3
324,1,324,SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - BARUERI (PARQUE IMPERIAL),3
324BI1,1,324BI1,SANTANA DE PARNAIBA (JARDIM SAO LUIS) - BARUERI (PARQUE IMPERIAL),3
327,1,327,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - SAO PAULO (METRO CORINTHIANS-ITAQUERA),3
329,1,329,CARAPICUIBA (VILA MENCK) - SAO PAULO (METRO BUTANTA),3
331,1,331,CAIEIRAS (LARANJEIRAS) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
332,1,332,ITAQUAQUECETUBA (JARDIM ADRIANE) - SUZANO (VILA SOL NASCENTE),3
332EX1,1,332EX1,ITAQUAQUECETUBA (JARDIM ADRIANE) - SUZANO (ESTACAO CPTM SUZANO),3
334,1,334,COTIA (JARDIM DO ENGENHO) - SAO PAULO (METRO MORUMBI),3
335,1,335,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - SUZANO (CIDADE BOA VISTA),3
336,1,336,RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES) - MAUA (CAPBURGO),3
337,1,337,GUARULHOS (TERMINAL METROPOLITANO TABOAO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
339,1,339,ITAPECERICA DA SERRA (JARDIM VICTORIA) - SAO PAULO (METRO CAPAO REDONDO),3
340,1,340,ITAPECERICA DA SERRA (JARDIM SAO MARCOS) - SAO PAULO (METRO CAPAO REDONDO),3
341,1,341,GUARULHOS (VILA ANY) - SAO PAULO (METRO ARMENIA),3
342,1,342,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (METRO ARMENIA),3
342DV1,1,342DV1,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (METRO ARMENIA),3
343,1,343,EMBU DAS ARTES (JARDIM DO COLEGIO) - SAO PAULO (METRO CAMPO LIMPO),3
345,1,345,BARUERI (VALE DO SOL) - OSASCO (VILA YARA),3
346,1,346,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
347,1,347,EMBU DAS ARTES (PARQUE INDUSTRIAL) - TABOAO DA SERRA (CENTRO),3
348,1,348,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ITAQUAQUECETUBA (JARDIM NOSSA SENHORA DAS GRACAS),3
349,1,349,GUARULHOS (JARDIM MARIA DIRCE) - SAO PAULO (ITAIM PAULISTA),3
350,1,350,ITAPEVI (COHAB) - OSASCO (VILA YARA),3
351,1,351,COTIA (CAUCAIA DO ALTO) - COTIA (TERMINAL METROPOLITANO COTIA),3
351BI1,1,351BI1,COTIA (CAUCAIA DO ALTO) - COTIA (TERMINAL METROPOLITANO COTIA),3
351PR1,1,351PR1,COTIA (JARDIM MONTE VERDE) - COTIA (TERMINAL METROPOLITANO COTIA),3
352,1,352,SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - SAO PAULO (LAPA),3
353,1,353,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ITAQUAQUECETUBA (RESIDENCIAL VILLAGE),3
354,1,354,GUARULHOS (BAIRRO DOS LAVRAS) - SAO PAULO (METRO ARMENIA),3
358,1,358,DIADEMA (VILA SAO JOSE) - SAO PAULO (SAUDE),3
359,1,359,SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS) - SAO PAULO (SAUDE),3
360,1,360,BARUERI (PARQUE VIANA) - BARUERI (ALPHAVILLE 1),3
361,1,361,FRANCISCO MORATO (PARQUE 120) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
361EX1,1,361EX1,FRANCISCO MORATO (PARQUE120) - CAIEIRAS (TREVO DE LARANJEIRAS),3
362,1,362,ITAQUAQUECETUBA (JARDIM CALIFORNIA) - GUARULHOS (JARDIM SANTA MENA),3
363,1,363,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - ARUJA (RECANTO PRIMAVERA),3
366,1,366,SAO BERNARDO DO CAMPO (PARQUE SELECTA) - SANTO ANDRE (JARDIM CRISTIANE),3
367,1,367,SUZANO (JARDIM VITORIA) - MOGI DAS CRUZES (CONDOMINIO ARUA),3
372,1,372,SUZANO (JARDIM COLORADO) - MOGI DAS CRUZES (JARDIM PIATA),3
374,1,374,RIO GRANDE DA SERRA (SITIO MARIA JOANA) - RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),3
375,1,375,MAIRIPORA (DIVISA) - SAO PAULO (TERMINAL RODOVIARIO DO TIETE),3
376,1,376,DIADEMA (TERMINAL METROPOLITANO DIADEMA) - SAO PAULO (BROOKLIN),3
377,1,377,POA (JARDIM NOVA POA) - SAO PAULO (METRO CORINTHIANS-ITAQUERA),3
378,1,378,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE) - SAO PAULO (METRO PARAISO),3
379,1,379,FERRAZ DE VASCONCELOS (CENTRO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
380,1,380,DIADEMA (TERMINAL METROPOLITANO DE DIADEMA) - SAO PAULO (JARDIM GUACURI),3
381,1,381,RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES) - SUZANO (BARUEL),3
382,1,382,MAUA (BAIRRO FEITAL) - SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),3
382EX1,1,382EX1,MAUA (JARDIM ITAPEVA) - SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),3
384,1,384,ITAQUAQUECETUBA (JARDIM CALIFORNIA) - SAO PAULO (METRO ARMENIA),3
386,1,386,SANTANA DE PARNAIBA (VARZEA DE SOUZA) - SAO PAULO (PINHEIROS),3
390,1,390,OSASCO (JARDIM VELOSO) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
392,1,392,CARAPICUIBA (JARDIM ANA ESTELA) - BARUERI (ALPHAVILLE),3
394,1,394,BIRITIBA MIRIM (JARDIM DOS EUCALIPTOS) - MOGI DAS CRUZES (CENTRO),3
396,1,396,COTIA (TERMINAL METROPOLITANO COTIA) - SAO PAULO (METRO BUTANTA),3
399,1,399,BARUERI (PARQUE IMPERIAL) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
402,1,402,RIO GRANDE DA SERRA (CENTRO) - RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES),3
403,1,403,MAUA (VILA NOVA MAUA) - SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC),3
404,1,404,OSASCO (NOVO OSASCO) - SAO PAULO (METRO VILA SONIA),3
404EX1,1,404EX1,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - SAO PAULO (METRO VILA SONIA),3
404EX2,1,404EX2,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - SAO PAULO (JARDIM BOA VISTA),3
405,1,405,SUZANO (CENTRO) - ITAQUAQUECETUBA (RANCHO GRANDE),3
408,1,408,GUARULHOS (CIDADE SOBERANA) - SAO PAULO (METRO ARMENIA),3
409,1,409,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE),3
409BI1,1,409BI1,SAO BERNARDO DO CAMPO (PARQUE ALVARENGA) - SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE),3
411,1,411,SANTA ISABEL (MONTE SERRAT) - MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),3
415,1,415,SANTA ISABEL (MONTE SERRAT) - GUARAREMA (CHACARA GUANABARA),3
416,1,416,POA (JARDIM MEDINA) - MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),3
417,1,417,SANTANA DE PARNAIBA (PARQUE SANTANA) - BARUERI (CENTRO),3
418,1,418,PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (CENTRO),3
419,1,419,ITAPEVI (COHAB/JARDIM PAULISTA) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
421,1,421,ITAPEVI (CIDADE DA SAUDE) - VARGEM GRANDE PAULISTA (CENTRO),3
422,1,422,ITAPEVI (VILA NOVA ESPERANCA) - SAO PAULO (METRO MORUMBI),3
424,1,424,RIO GRANDE DA SERRA (CENTRO) - SANTO ANDRE (PARANAPIACABA),3
426,1,426,FRANCO DA ROCHA (CENTRO) - CAJAMAR (POLVILHO),3
427,1,427,GUARULHOS (PARQUE CONTINENTAL II) - SAO PAULO (PARAISO),3
428,1,428,BARUERI (JARDIM DO LIBANO) - OSASCO (VILA YARA),3
429,1,429,CAIEIRAS (LARANJEIRAS) - SAO PAULO (JARDIM DO RUSSO),3
430,1,430,FRANCO DA ROCHA (CENTRO) - FRANCISCO MORATO (CENTRO),3
431,1,431,SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS) - SAO PAULO (TERMINAL SACOMA),3
432,1,432,SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE) - SAO BERNARDO DO CAMPO (BAIRRO DO TABOAO),3
436,1,436,FRANCISCO MORATO (TERMINAL RAUL SHIGUEMITSU SUNAO) - FRANCO DA ROCHA (CENTRO),3
438,1,438,FRANCO DA ROCHA (PARQUE VITORIA) - SAO PAULO (LAPA),3
439,1,439,BARUERI (ALPHAVILLE) - SAO PAULO (PIRITUBA),3
439VP1,1,439VP1,BARUERI (ALPHAVILLE) - OSASCO (JARDIM HELENA MARIA),3
442,1,442,CAIEIRAS (JARDIM NOVA ERA) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
443,1,443,GUARULHOS (COCAIA) - SAO PAULO (METRO PENHA),3
446,1,446,SAO BERNARDO DO CAMPO (JARDIM BORBOREMA) - SAO PAULO (SAUDE),3
448,1,448,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (RESIDENCIAL TAMBORE III),3
449,1,449,CARAPICUIBA (ALDEIA) - SANTANA DE PARNAIBA (ALPHAVILLE 10),3
450,1,450,CARAPICUIBA (JARDIM NOVO HORIZONTE) - BARUERI (ALPHAVILLE 2),3
451,1,451,ITAPECERICA DA SERRA (JARDIM BRANCA FLOR) - SAO PAULO (METRO CAPAO REDONDO),3
454,1,454,JANDIRA (CONDOMINIO RESERVA DE SANTA MARIA) - BARUERI (CENTRO),3
455,1,455,CARAPICUIBA (ALDEIA) - BARUERI (ALPHAVILLE),3
459,1,459,EMBU DAS ARTES (TERMINAL CASA BRANCA) - SAO PAULO (ITAIM BIBI),3
461,1,461,ARUJA (TERMINAL RODOVIARIO DE ARUJA) - GUARULHOS (NOVA BONSUCESSO),3
462,1,462,SANTANA DE PARNAIBA (CIDADE SAO PEDRO) - OSASCO (CENTRO),3
462BI1,1,462BI1,SANTANA DE PARNAIBA (VARZEA DE SOUZA) - OSASCO (CENTRO),3
463,1,463,ITAPEVI (JARDIM VITAPOLIS) - SANTANA DE PARNAIBA (RESIDENCIAL TAMBORE III),3
466,1,466,OSASCO (CONJUNTO DOS METALURGICOS) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
466EX1,1,466EX1,OSASCO (TERMINAL SANTA MARIA) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
466EX2,1,466EX2,OSASCO (TERMINAL SANTA MARIA) - BARUERI (ALPHAVILLE / GREEN VALLEY),3
467,1,467,SANTANA DE PARNAIBA (CENTRO) - SAO PAULO (LAPA),3
468,1,468,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
468BI1,1,468BI1,SANTANA DE PARNAIBA (RESIDENCIAL GENESIS II) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
468EX1,1,468EX1,BARUERI (SHOPPING TAMBORE) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
468EX2,1,468EX2,BARUERI (ALPHAVILLE CENTRO COMERCIAL) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
468EX3,1,468EX3,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
469,1,469,FRANCO DA ROCHA (JARDIM LAGO AZUL) - CAIEIRAS (JARDIM NOVA ERA),3
472,1,472,GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
472EX1,1,472EX1,GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
473,1,473,GUARULHOS (PARQUE PIRATININGA) - SAO PAULO (METRO ARMENIA),3
478,1,478,GUARULHOS (CONJUNTO PAES DE BARROS) - SAO PAULO (METRO ARMENIA),3
479,1,479,CARAPICUIBA (PARQUE SANTA TEREZA) - OSASCO (CENTRO),3
480,1,480,ARUJA (PARQUE RODRIGO BARRETO) - POA (ESTACAO CPTM POA),3
481,1,481,POA (TERMINAL RODOVIARIO JARDIM SAO JOSE) - MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),3
484,1,484,EMBU DAS ARTES (JARDIM BATISTA) - SAO PAULO (METRO CAPAO REDONDO),3
488,1,488,CARAPICUIBA (VILA MENCK) - SAO PAULO (METRO BUTANTA),3
489,1,489,ITAPEVI (CENTRO) - EMBU DAS ARTES (TERMINAL RODOVIARIO EMBU DAS ARTES),3
490,1,490,TABOAO DA SERRA (JARDIM MONTE ALEGRE) - OSASCO (CENTRO),3
492,1,492,CARAPICUIBA (PARQUE JANDAIA) - SAO PAULO (METRO VILA SONIA),3
493,1,493,SANTO ANDRE (PRINCIPE DE GALES) - SAO PAULO (TERMINAL SACOMA),3
493DV1,1,493DV1,SANTO ANDRE (PRINCIPE DE GALES) - SAO PAULO (TERMINAL SACOMA),3
494,1,494,SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC) - SAO PAULO (TERMINAL SACOMA),3
496,1,496,SAO PAULO (JARDIM JOAO XXIII) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
496EX1,1,496EX1,"SAO PAULO (RODOVIA RAPOSO TAVARES - KM 17,8) - BARUERI (ALPHAVILLE/GREEN VALLEY)",3
497,1,497,CARAPICUIBA (VILA DIRCE) - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),3
497VP1,1,497VP1,CARAPICUIBA (VILA DIRCE) - SANTANA DE PARNAIBA (POLO EMPRESARIAL TAMBORE),3
498,1,498,CARAPICUIBA (JARDIM NOVO HORIZONTE) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
499,1,499,GUARULHOS (TERMINAL METROPOLITANO CECAP) - SAO PAULO (ESTACAO CPTM DOM BOSCO),3
500,1,500,GUARULHOS (TERMINAL METROPOLITANO VILA GALVAO) - SAO PAULO (TERMINAL RODOVIARIO TIETE),3
501,1,501,GUARULHOS (PARQUE PIRATININGA) - SAO PAULO (METRO ARMENIA),3
503,1,503,COTIA (CAUCAIA DO ALTO) - COTIA (PORTAO),3
506,1,506,COTIA (JARDIM SANDRA) - SAO PAULO (CARREFOUR),3
507,1,507,VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS) - COTIA (PORTAO),3
508,1,508,COTIA (JARDIM JAPAO) - COTIA (PORTAO),3
509,1,509,VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE) - COTIA (TERMINAL METROPOLITANO COTIA),3
510,1,510,EMBU DAS ARTES (JARDIM VAZAME) - SAO PAULO (METRO VILA SONIA),3
5104,1,5104,IGARATA (TERMINAL RODOVIARIO DE IGARATA) - JACAREI (TERMINAL RODOVIARIO DE JACAREI),3
5105,1,5105,PARAIBUNA (TERMINAL RODOVIARIO DE PARAIBUNA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5106,1,5106,JAMBEIRO (TERMINAL RODOVIARIO DE JAMBEIRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5107,1,5107,MONTEIRO LOBATO (TERMINAL RODOVIARIO DE MONTEIRO LOBATO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5109,1,5109,SAO JOSE DOS CAMPOS (SAO FRANCISCO XAVIER) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
511,1,511,EMBU DAS ARTES (JARDIM PINHEIRINHO) - SAO PAULO (METRO VILA SONIA),3
5110,1,5110,CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5111,1,5111,CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA) - TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),3
5113,1,5113,SANTA BRANCA (TERMINAL RODOVIARIO DE SANTA BRANCA) - JACAREI (TERMINAL RODOVIARIO DE JACAREI),3
5113PR1,1,5113PR1,SANTA BRANCA (JARDIM ALBUQUERQUE) - JACAREI (TERMINAL RODOVIARIO DE JACAREI,3
5114,1,5114,JACAREI (TERMINAL RODOVIARIO DE JACAREI) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5116,1,5116,JACAREI (CENTRO) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5117,1,5117,SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM) - CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA),3
5118,1,5118,JACAREI (PARQUE MEIA LUA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
512,1,512,GUARULHOS (PARQUE PIRATININGA) - SAO PAULO (METRO ARMENIA),3
513,1,513,ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS) - SAO PAULO (METRO CAPAO REDONDO),3
517,1,517,ITAPEVI (COHAB) - OSASCO (VILA YARA),3
518,1,518,BARUERI (JARDIM DO LIBANO) - SANTANA DE PARNAIBA (ALPHAVILLE RESIDENCIAL 10),3
520,1,520,GUARULHOS (JARDIM LEBLON) - SAO PAULO (METRO ARMENIA),3
5201,1,5201,PINDAMONHANGABA (CENTRO) - TAUBATE (TAUBATE SHOPPING CENTER),3
5202,1,5202,CACAPAVA (TERMINAL RODOVIARIO DE CACAPAVA) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5203,1,5203,TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS) - TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),3
5204,1,5204,NATIVIDADE DA SERRA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5205,1,5205,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5206,1,5206,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5207,1,5207,TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5207DV1,1,5207DV1,TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5208,1,5208,SAO BENTO DO SAPUCAI (CENTRO) - CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO),3
5209,1,5209,PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5209DV1,1,5209DV1,PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
521,1,521,GUARULHOS (JARDIM ANGELICA) - SAO PAULO (METRO ARMENIA),3
5211,1,5211,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5211EX1,1,5211EX1,PINDAMONHANGABA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS),3
5211PR1TESTE,1,5211PR1TESTE,PINDAMONHANGABA (TERMINAL rODOVIARIO DE PINDAMONHANGABA) - TAUBATE (TERMINAL RODOVIARIO URBANO JOAO FRANCISCO DOS SANTOS),3
5212,1,5212,CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5214,1,5214,LAGOINHA (CENTRO) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5216,1,5216,SAO LUIZ DO PARAITINGA (TERMINAL RODOVIARIO DE SAO LUIZ DO PARAITINGA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5217,1,5217,SAO LUIZ DO PARAITINGA (CATUCABA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5219,1,5219,CAMPOS DO JORDAO (TERMINAL RODOVIARIO DE CAMPOS DO JORDAO) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5220,1,5220,TAUBATE (TERMINAL RODOVIARIO E URBANO JOAO FRANCISCO DOS SANTOS) - TREMEMBE (TERMINAL RODOVIARIO DE TREMEMBE),3
524,1,524,BARUERI (TREVO DE ALPHAVILLE) - SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA),3
525,1,525,GUARULHOS (JARDIM SANTA PAULA) - SAO PAULO (METRO ARMENIA),3
526,1,526,GUARAREMA (CHACARA GUANABARA) - MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),3
528,1,528,CARAPICUIBA (CIDADE ARISTON) - BARUERI (ALPHAVILLE),3
528EX1,1,528EX1,CARAPICUIBA (CIDADE ARISTON) - BARUERI (ALPHAVILLE),3
529,1,529,ARUJA (MIRANTE) - SAO PAULO (METRO ARMENIA),3
530,1,530,ARUJA (PARQUE RODRIGO BARRETO) - SAO PAULO (METRO ARMENIA),3
5301,1,5301,APARECIDA (TERMINAL RODOVIARIO DE APARECIDA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5303,1,5303,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5304,1,5304,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5304PR1,1,5304PR1,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - LORENA (CENTRO - ETEC),3
5304PR2,1,5304PR2,PIQUETE (IMBEL) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5305,1,5305,LORENA (TERMINAL RODOVIARIO DE LORENA) - SAO JOSE DOS CAMPOS (TERMINAL RODOVIARIO FREDERICO OZANAM),3
5306,1,5306,LORENA (TERMINAL RODOVIARIO DE LORENA) - TAUBATE (TERMINAL RODOVIARIO NOVO DE TAUBATE),3
5307,1,5307,PIQUETE (TERMINAL RODOVIARIO DE PIQUETE) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5308,1,5308,POTIM (MIGUEL VIEIRA) - APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),3
5309,1,5309,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
531,1,531,ITAPECERICA DA SERRA (RECREIO PRIMAVERA) - SAO PAULO (METRO CAPAO REDONDO),3
5310,1,5310,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA ) - CRUZEIRO (TERMINAL RODOVIARIO DE CRUZEIRO),3
5311,1,5311,GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA) - PINDAMONHANGABA (TERMINAL RODOVIARIO DE PINDAMONHANGABA),3
5311EX1,1,5311EX1,GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA) - PINDAMONHANGABA (CENTRO),3
5312,1,5312,LORENA (CRUZ) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5313,1,5313,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5313DV1,1,5313DV1,CACHOEIRA PAULISTA (TERMINAL RODOVIARIO DE CACHOEIRA PAULISTA) - LORENA (TERMINAL RODOVIARIO DE LORENA),3
5316,1,5316,APARECIDA (CENTRO) - GUARATINGUETA (CENTRO),3
5317,1,5317,ROSEIRA (TERMINAL RODOVIARIO DE ROSEIRA) - APARECIDA (TERMINAL RODOVIARIO DE APARECIDA),3
5318,1,5318,POTIM (LOTEAMENTO DOS VIEIRAS) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
5319,1,5319,CUNHA (TERMINAL RODOVIARIO DE CUNHA) - GUARATINGUETA (TERMINAL RODOVIARIO DE GUARATINGUETA),3
532,1,532,GUARULHOS (TERMINAL METROPOLITANO TABOAO) - SAO PAULO (METRO TUCURUVI),3
533,1,533,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - BARUERI (PARQUE IMPERIAL),3
534,1,534,BARUERI (CENTRO) - SANTANA DE PARNAIBA (GENESIS II),3
536,1,536,FRANCO DA ROCHA (CENTRO) - CAIEIRAS (VILA DOS PINHEIROS),3
537,1,537,ARUJA (PARQUE RODRIGO BARRETO) - GUARULHOS (JARDIM SANTA MENA),3
